olay_id,tarih,mro_id,olay_turu,risk_seviyesi,kesinti_dak,maddi_kayip_TL,kvkk_ozel,shy145_72sa_uygunluk,mitre_tactic,mitre_technique,ek19_kontroller,etkilenen_hizmet_sayisi
CDSA-MRO-SDG-000920,2025-07-19,MRO-TR-609,shadow_it,2,1765,225496,EVET,HAYIR,TA0010,T1567,2.1.1|1.5.1|4.2.1,3
CDSA-MRO-SDG-000921,2024-09-27,MRO-TR-341,tedarik_zinciri_kontaminasyonu,4,1013,171180,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,4
CDSA-MRO-SDG-000922,2024-12-23,MRO-TR-090,sosyal_muhendislik,3,1885,244206,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,4
CDSA-MRO-SDG-000923,2025-01-30,MRO-TR-726,tedarik_zinciri_kontaminasyonu,4,1728,63333,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,3
CDSA-MRO-SDG-000924,2024-03-12,MRO-TR-541,is_emri_sahteciligi,4,280,457418,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,2
CDSA-MRO-SDG-000925,2024-01-24,MRO-EU-534,konfigurasyon_hatasi,3,1589,244049,EVET,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,4
CDSA-MRO-SDG-000926,2024-04-14,MRO-TR-474,is_emri_sahteciligi,4,485,426513,EVET,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,3
CDSA-MRO-SDG-000927,2024-12-02,MRO-TR-996,ot_sistem_sizmasi,4,1399,309459,EVET,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,3
CDSA-MRO-SDG-000928,2025-01-15,MRO-TR-282,konfigurasyon_hatasi,3,1749,316343,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,2
CDSA-MRO-SDG-000929,2024-07-03,MRO-EU-368,kalibrasyon_butunluk_ihlali,4,466,283023,EVET,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,4
CDSA-MRO-SDG-000930,2025-09-06,MRO-EU-803,usb_zararli_yazilim,3,395,342694,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,2
CDSA-MRO-SDG-000931,2024-12-10,MRO-TR-610,shadow_it,2,118,23728,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,4
CDSA-MRO-SDG-000932,2024-12-26,MRO-EU-832,sosyal_muhendislik,3,1673,81436,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,4
CDSA-MRO-SDG-000933,2025-04-26,MRO-TR-385,kalibrasyon_butunluk_ihlali,4,0,231058,HAYIR,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,2
CDSA-MRO-SDG-000934,2024-06-05,MRO-TR-382,ddos_saldirisi,3,1374,297885,HAYIR,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,3
CDSA-MRO-SDG-000935,2025-05-10,MRO-EU-699,kalibrasyon_butunluk_ihlali,4,1543,297716,HAYIR,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,2
CDSA-MRO-SDG-000936,2025-11-15,MRO-EU-044,is_emri_sahteciligi,4,0,497321,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,4
CDSA-MRO-SDG-000937,2025-07-10,MRO-TR-315,ot_sistem_sizmasi,3,826,157580,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000938,2025-10-25,MRO-TR-414,fidye_yazilimi,4,1586,134610,EVET,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,2
CDSA-MRO-SDG-000939,2024-01-11,MRO-TR-055,ddos_saldirisi,4,822,123243,HAYIR,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,2
CDSA-MRO-SDG-000940,2024-03-06,MRO-TR-479,is_emri_sahteciligi,4,834,117720,HAYIR,HAYIR,TA0040,T1565,6.3.1|3.2.2|1.4.2,3
CDSA-MRO-SDG-000941,2024-09-18,MRO-EU-328,oltalama_saldirisi,3,491,168579,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,3
CDSA-MRO-SDG-000942,2024-07-11,MRO-TR-371,oltalama_saldirisi,4,395,307003,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,4
CDSA-MRO-SDG-000943,2025-04-29,MRO-TR-823,konfigurasyon_hatasi,2,357,217715,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,2
CDSA-MRO-SDG-000944,2024-04-22,MRO-TR-465,sosyal_muhendislik,3,547,224180,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,3
CDSA-MRO-SDG-000945,2025-03-07,MRO-TR-779,ddos_saldirisi,3,1896,196848,HAYIR,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,3
CDSA-MRO-SDG-000946,2025-10-06,MRO-TR-071,yetki_iptal_eksikligi,3,1100,82398,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,4
CDSA-MRO-SDG-000947,2024-03-07,MRO-TR-099,portal_erisim_ihlali,4,641,127166,HAYIR,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,4
CDSA-MRO-SDG-000948,2025-03-27,MRO-TR-914,kalibrasyon_butunluk_ihlali,4,1738,44129,HAYIR,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,2
CDSA-MRO-SDG-000949,2025-09-13,MRO-EU-902,portal_erisim_ihlali,4,532,209732,EVET,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,3
CDSA-MRO-SDG-000950,2025-10-30,MRO-TR-140,konfigurasyon_hatasi,3,1007,349602,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,2
CDSA-MRO-SDG-000951,2024-06-21,MRO-TR-038,shadow_it,2,816,314267,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,4
CDSA-MRO-SDG-000952,2024-05-03,MRO-TR-512,tedarik_zinciri_kontaminasyonu,4,858,390697,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,2
CDSA-MRO-SDG-000953,2025-09-20,MRO-TR-379,usb_zararli_yazilim,3,1486,224334,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,2
CDSA-MRO-SDG-000954,2024-09-08,MRO-EU-202,ot_sistem_sizmasi,3,1179,299551,EVET,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000955,2025-04-07,MRO-TR-071,fidye_yazilimi,4,376,112177,HAYIR,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,4
CDSA-MRO-SDG-000956,2024-02-02,MRO-TR-793,yetki_iptal_eksikligi,3,1901,304993,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,4
CDSA-MRO-SDG-000957,2024-10-06,MRO-TR-216,sosyal_muhendislik,3,320,200012,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,4
CDSA-MRO-SDG-000958,2025-10-11,MRO-TR-005,shadow_it,2,185,355019,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,3
CDSA-MRO-SDG-000959,2025-03-31,MRO-TR-347,shadow_it,2,640,159555,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000960,2024-02-12,MRO-TR-607,tedarik_zinciri_kontaminasyonu,4,921,377805,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,4
CDSA-MRO-SDG-000961,2025-10-20,MRO-EU-663,ot_sistem_sizmasi,3,1348,474174,EVET,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000962,2025-09-25,MRO-TR-105,ddos_saldirisi,3,1945,37053,HAYIR,HAYIR,TA0040,T1498,12.2.1|14.1.1|5.1.1,2
CDSA-MRO-SDG-000963,2025-06-30,MRO-TR-668,tedarik_zinciri_kontaminasyonu,4,496,412572,EVET,HAYIR,TA0001,T1195,15.1.1|18.2.1|12.3.7,3
CDSA-MRO-SDG-000964,2025-11-07,MRO-TR-443,is_emri_sahteciligi,4,1047,426825,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,4
CDSA-MRO-SDG-000965,2025-03-23,MRO-TR-081,ddos_saldirisi,3,1460,478655,HAYIR,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,2
CDSA-MRO-SDG-000966,2025-08-15,MRO-TR-129,shadow_it,2,1756,204143,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,4
CDSA-MRO-SDG-000967,2024-01-12,MRO-TR-027,egitim_sistem_manipulasyonu,3,1171,64666,EVET,HAYIR,TA0009,T1565,4.3.1|7.4.1|3.2.1,3
CDSA-MRO-SDG-000968,2024-12-16,MRO-TR-529,konfigurasyon_hatasi,3,590,117982,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,2
CDSA-MRO-SDG-000969,2024-12-27,MRO-TR-690,oltalama_saldirisi,2,931,410813,EVET,HAYIR,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000970,2025-06-05,MRO-TR-289,portal_erisim_ihlali,3,1418,342593,HAYIR,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,3
CDSA-MRO-SDG-000971,2024-01-12,MRO-TR-585,shadow_it,2,331,196714,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000972,2024-05-30,MRO-TR-630,ddos_saldirisi,4,261,284134,EVET,HAYIR,TA0040,T1498,12.2.1|14.1.1|5.1.1,2
CDSA-MRO-SDG-000973,2024-06-13,MRO-TR-371,usb_zararli_yazilim,3,1053,130085,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,4
CDSA-MRO-SDG-000974,2025-09-07,MRO-TR-274,sosyal_muhendislik,3,464,400143,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,4
CDSA-MRO-SDG-000975,2024-02-06,MRO-TR-098,fidye_yazilimi,4,2021,354033,HAYIR,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,3
CDSA-MRO-SDG-000976,2025-07-19,MRO-TR-792,is_emri_sahteciligi,4,1065,134092,EVET,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,4
CDSA-MRO-SDG-000977,2025-05-09,MRO-TR-140,shadow_it,2,481,405391,EVET,HAYIR,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000978,2024-12-31,MRO-TR-653,ot_sistem_sizmasi,4,1658,71459,EVET,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,3
CDSA-MRO-SDG-000979,2024-01-28,MRO-EU-585,oltalama_saldirisi,3,43,365951,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000980,2024-05-25,MRO-TR-897,yetki_iptal_eksikligi,3,1501,369498,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,3
CDSA-MRO-SDG-000981,2024-01-31,MRO-TR-050,konfigurasyon_hatasi,3,1940,21147,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,4
CDSA-MRO-SDG-000982,2025-06-28,MRO-EU-854,usb_zararli_yazilim,3,258,29418,EVET,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,3
CDSA-MRO-SDG-000983,2024-08-15,MRO-TR-806,is_emri_sahteciligi,4,1321,84170,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,3
CDSA-MRO-SDG-000984,2024-09-27,MRO-TR-488,portal_erisim_ihlali,4,1506,323971,HAYIR,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,4
CDSA-MRO-SDG-000985,2024-10-04,MRO-TR-814,tedarik_zinciri_kontaminasyonu,4,1529,409068,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,3
CDSA-MRO-SDG-000986,2024-08-03,MRO-TR-070,fidye_yazilimi,4,589,422494,HAYIR,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,4
CDSA-MRO-SDG-000987,2024-09-11,MRO-TR-539,tedarik_zinciri_kontaminasyonu,4,785,358519,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,2
CDSA-MRO-SDG-000988,2024-01-19,MRO-TR-203,hesap_ele_gecirme,4,119,238774,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,2
CDSA-MRO-SDG-000989,2025-03-20,MRO-TR-694,hesap_ele_gecirme,3,1265,210634,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,3
CDSA-MRO-SDG-000990,2025-05-28,MRO-TR-578,tedarik_zinciri_kontaminasyonu,4,217,296200,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,3
CDSA-MRO-SDG-000991,2025-12-14,MRO-EU-535,shadow_it,2,608,192760,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000992,2024-09-21,MRO-TR-159,is_emri_sahteciligi,4,889,208694,HAYIR,HAYIR,TA0040,T1565,6.3.1|3.2.2|1.4.2,3
CDSA-MRO-SDG-000993,2025-04-13,MRO-EU-528,portal_erisim_ihlali,4,1717,216062,HAYIR,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,2
CDSA-MRO-SDG-000994,2025-07-02,MRO-TR-245,ddos_saldirisi,3,1776,292141,HAYIR,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,3
CDSA-MRO-SDG-000995,2025-03-23,MRO-EU-177,shadow_it,2,279,111315,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,4
CDSA-MRO-SDG-000996,2025-12-31,MRO-TR-591,oltalama_saldirisi,2,1732,222155,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,3
CDSA-MRO-SDG-000997,2025-01-14,MRO-EU-639,oltalama_saldirisi,4,762,195899,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000998,2024-05-17,MRO-TR-599,shadow_it,2,1028,456414,EVET,HAYIR,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000999,2024-09-20,MRO-TR-355,oltalama_saldirisi,2,492,222679,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-001000,2024-08-04,MRO-EU-314,usb_zararli_yazilim,3,1886,73342,EVET,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,4
